method,seq_len,embed_dim,window_radius,runs,q_proj_median_ms,q_proj_p95_ms,k_proj_median_ms,k_proj_p95_ms,v_proj_median_ms,v_proj_p95_ms,scores_median_ms,scores_p95_ms,softmax_median_ms,softmax_p95_ms,output_median_ms,output_p95_ms,attention_total_median_ms,attention_total_p95_ms,total_median_ms,total_p95_ms,score_entries,valid_score_entries,score_tensor_mb,valid_score_math_mb,qk_dot_scalar_work,gpu_peak_median_mb,gpu_peak_p95_mb
full,8192,128,-1,1,141.71448349952698,141.71448349952698,1.1960417032241821,1.1960417032241821,0.5677416920661926,0.5677416920661926,23.524075746536255,23.524075746536255,36.02442145347595,36.02442145347595,1.8933340907096863,1.8933340907096863,61.44183129072189,61.44183129072189,204.92009818553925,204.92009818553925,67108864,67108864,256.0,256.0,8589934592,540.31396484375,540.31396484375
sliding_r2,8192,128,2,1,0.6685331463813782,0.6685331463813782,1.2584775686264038,1.2584775686264038,0.6827041506767273,0.6827041506767273,265.84818959236145,265.84818959236145,0.97694993019104,0.97694993019104,1.8593966960906982,1.8593966960906982,268.6845362186432,268.6845362186432,271.2942510843277,271.2942510843277,40960,40954,0.15625,0.15622711181640625,5242112,68.9765625,68.9765625
